s_id,lastname,firstname,birthyear,sex,nationality,last_club,pb,results
4753466,GONCALVES,Joshua,1998,M,BEL,Belgium,56.10,t
5259179,REMACLE,Nathan,2006,M,BEL,Std,55.16,t
4309363,SAMYN,Cowdy,1994,M,BEL,Gold Swimming Team,55.17,t
4755055,BAUDOUX,Valentin,1999,M,BEL,Entente Des Nageurs Louvierois Natation,55.17,t
4200152,WOUTERMAERTENS,Jarne,1992,M,BEL,Swimming Club Strombeek-Grimbe,55.17,t
4805088,COBBAUT,Josivan,1992,M,BEL,Mons Hainaut Natation,55.18,t
4805029,MATERNE,Valery,1982,M,BEL,CNC Les Flippers Ciney,55.20,t
4170685,DE KNOP,Sebastien,1990,M,BEL,Zwemclub de Dolfijnen Asse-T,55.20,t
4804695,DECALUWE,Thibaud,1990,M,BEL,Koninklijke Kortrijkse Zwemkri,55.20,t
4296023,VANDERLINDEN,Xavier,1992,M,BEL,Waterloo Natation,55.20,t
4304848,CORNEZ,Thomas,1989,M,BEL,Castor Club De Mons,55.20,t
5294355,DE BODT,Daan,2008,M,BEL,Zwemclub Brabo Antwerpen,55.20,t
4066256,SOTTIAU,Robin,1989,M,BEL,Royal Dauphins Mouscronnois,55.21,t
4054904,VAN ENGELEN SOUSA,Francisco Javier,1968,M,BEL,Belgium,55.22M,t
4200038,VANDERVONDELEN,Matthias,1990,M,BEL,Zwemclub Otters Mortsel,55.22,t
4309100,VAN DEN BOSCH,Jeroen,1975,M,BEL,Koninklijke Racing Swimming Cl,55.22M,t
5314362,SCHAUBROECK,Yarno,2006,M,BEL,Swem Vrienden,55.22,t
4804945,DEFRUYT,Ward,1987,M,BEL,Bruinvissen Diksmuide,55.23,t
4804453,BOLLAERT,Alexander,1992,M,BEL,Zwemclub Brabo Antwerpen,55.23,t
4305767,GUNST,Miguel,1995,M,BEL,Koninklijke Waregemse Zwemclub,55.23,t
4812914,BUYSENS,Dario,2001,M,BEL,Gold Swimming Team,55.23,t
4755062,GLINEUR,Raphael,2000,M,BEL,Castor Club De Mons,55.23,t
4804841,BULCKE,Alexander,1992,M,BEL,Koninklijke Kortrijkse Zwemkri,55.24,t
4366405,VAN RIET,Tom,1999,M,BEL,Zwemclub Brabo Antwerpen,55.24,t
5172937,LAMPO,Olivier,2006,M,BEL,Zwemclub Brabo Antwerpen,55.24,t
4074386,SCHEIR,Thomas,1988,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.26,t
4805030,MUNSCH,David,1983,M,BEL,CNC Les Flippers Ciney,55.26,t
4804546,DOSSIN,Christophe,1993,M,BEL,Liege Natation,55.26,t
4074309,THIENPONDT,Dimitri,1989,M,BEL,First (Flanders Inter Regio Sw,55.27,t
4688851,RENAUX,Antoine,2000,M,BEL,Waterloo Natation,55.27,t
5352496,VOLCKAERT,Matthias,2008,M,BEL,Zwemclub ZIOS Liedekerke,55.27,t
4804288,BREULS,Aljoscha,1986,M,BEL,Zwemclub Brabo Antwerpen,55.28,t
5047579,VAN DESSEL,Michiel,2002,M,BEL,Molse Zwemclub mozka,55.28,t
5004109,VAN MIEGHEM,Alexander,2002,M,BEL,First (Flanders Inter Regio Sw,55.28,t
5478197,VAN HEIRWEGHE,Maxime,2008,M,BEL,Aqua Club Braine L'Alleud,55.28,t
5278308,CONTENT,Elie,2006,M,BEL,Royal Brussels Poseidon,55.28,t
5294342,MICHOEL,Quinten,2009,M,BEL,Zwemclub Geel,55.29,t
4303714,VANBIERVLIET,Jens,1987,M,BEL,Koninklijke Kortrijkse Zwemkri,55.30,t
4062118,LESAGE,Mathieu,1983,M,BEL,Embourg Natation,55.30,t
4192404,HEEREN,Laurens,1993,M,BEL,Brabant East Swimming Team,55.30,t
4199807,DE LILLE,Bjorn,1992,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.31,t
4988501,MARION,Xavier,2003,M,BEL,Cercle De Natation Sportcity W,55.31,t
4038211,VANNEUVILLE,Klaas,1983,M,BEL,Flanders Coast Swimmingteam,55.33,t
4668013,BEYENS,Sam,1998,M,BEL,Molse Zwemclub mozka,55.33,t
5251390,DUFOND,Nathan,2008,M,BEL,Entente Des Nageurs Louvierois Natation,55.33,t
4804943,MALEMPREE,Stephane,1985,M,BEL,Val De Mehaigne Natation Wanze,55.34,t
4804850,CARLIER,Bart,1990,M,BEL,Zwemclub Kapelle-O/D-Bos,55.34,t
4192408,VANDEN BOSCH,Rob,1992,M,BEL,Brabant East Swimming Team,55.34,t
5113639,DA CONCEICAO SOUSA,Luis - Gabriel,2005,M,BEL,Cercle Royal De Natation De Br,55.34,t
4804301,WILLEMS,Yvan,1986,M,BEL,Zwemclub Brabo Antwerpen,55.35,t
4804313,DUMISIC,Anes,1989,M,BEL,Swimming Club Wauterbos Rode,55.35,t
4852942,GUERN,Malo,2006,M,BEL,Waterloo Natation,55.35,t
5389176,OPDENBERGH,Merlijn,2009,M,BEL,Zwemclub Brabo Antwerpen,55.35,t
4058007,HERMIE,Laurens,1988,M,BEL,Koninklijke Brugse Zwem- & Red,55.36,t
4805355,LEJEUNE,Maxime,1991,M,BEL,Swimming Club Wauterbos Rode,55.37,t
4804422,PEX,Nelis,1988,M,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,55.37,t
5199680,JORISSEN,Rube,2008,M,BEL,Genker Zwemvereniging Neptunus,55.37,t
4074860,BEGUIN,Lucas,1991,M,BEL,Liege Mosan,55.38,t
5002826,OOMS,Jonah,2004,M,BEL,Zwemclub Geel,55.38,t
5097015,VEESTRAETEN,Mats,2006,M,BEL,Zwemvereniging De Meerkoet Bre,55.39,t
4074942,VANHONACKER,Domien,1988,M,BEL,Ursus Zwemklub Zwevegem,55.40,t
4804573,DIRIX,Ben,1988,M,BEL,Koninklijke Hasseltse Zwemvere,55.40,t
4805354,DRIEGHE,Titouan,1990,M,BEL,Waterloo Natation,55.40,t
4805387,LOSLEVER,Matthieu,1993,M,BEL,Royal Verviers Natation,55.40,t
4200054,VANLEENHOVE,Baptiste,1997,M,BEL,Zwemclub Tieltse Zeeduivels,55.40,t
4568378,PAUWELS,Sander,2007,M,BEL,Tiense Regio United Swimming Team,55.40,t
5279030,MORIAU,Pierrick,2007,M,BEL,Cercle De Natation Sportcity W,55.40,t
4048050,JANSSEN,Roel,1979,M,BEL,Peltse Zwemclub,55.41,t
4804828,HOLLEVOET,Pieter,1989,M,BEL,Val De Mehaigne Natation Wanze,55.41,t
4136868,VERHEYEN,Jens,1993,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.41,t
4804425,VERSCHOREN,Steven,1993,M,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,55.41,t
4295812,PORTIER,Thomas,1996,M,BEL,Liege Atlas Swimming Team,55.41,t
4295833,VAN GINNEKEN,Maxim,1996,M,BEL,Zwemclub Brabo Antwerpen,55.41,t
4897685,VAN HENTENRIJK,Matthieu,2003,M,BEL,Cercle Royal De Natation De Br,55.41,t
4307802,VANDERHOVEN,Jordi,1998,M,BEL,Genker Zwemvereniging Neptunus,55.42,t
4313305,JAMMAER,Philippe,1997,M,BEL,Peltse Zwemclub,55.42,t
4125247,HUBERTY,Mathieu,1996,M,BEL,Longchamp Swimming Club Uccle,55.43,t
5177213,JONCKHEERE,Yori,2002,M,BEL,Ronse Swimming Club,55.44,t
5001421,DE JONGE,Dries,2005,M,BEL,Shark,55.65,t
5088883,DANTHINE,Zacharie,2004,M,BEL,Cercle Royal De Natation Arlonais,55.65,t
4307978,VERLINDEN,Jens,1997,M,BEL,De Beringse Tuimelaars,55.66,t
4821334,AL BATRO,Mohamed Ali,2001,M,BEL,Cercle Royal De Natation De Br,55.66,t
5089919,LEROUX,Wout,2004,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.66,t
4304566,ADRIAENSSENS,Milan,1997,M,BEL,Arvicola Zwemclub Kalmthout,55.45,t
4754027,MEERT,Ward,2000,M,BEL,Zwemclub ZIOS Liedekerke,55.45,t
5437276,CHEN,Peter,2009,M,BEL,Mons Hainaut Natation,55.45,t
4185178,HALLEUX,Bertrand,1992,M,BEL,Nautic Club Herve,55.46,t
4225724,DEMOITIE,Yannick,1995,M,BEL,Swimming Team Tienen,55.46,t
5065566,DE CUYPER,Lens,2003,M,BEL,Heistse Zwemclub Arduas,55.46,t
4770960,DE CUBBER,Mats,2005,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.46,t
4303561,HEYLIGEN,Bert,1984,M,BEL,Zwemclub Beringen-Mijn,55.47,t
4074374,SEGERS,Jens,1990,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.47,t
4742583,QUIRINY,Louis,2000,M,BEL,Liege Mosan,55.47,t
4970428,STESMANS,Jelle,2003,M,BEL,Zwemclub Brabo Antwerpen,55.47,t
4729494,OLIJSLAGERS,Mathias,2002,M,BEL,De Beringse Tuimelaars,55.47,t
4304957,DE BRABANDER,Giel,1995,M,BEL,Bruinvissen Diksmuide,55.48,t
5072994,LECOURT,Louis,2005,M,BEL,Les Espadons Cominois,55.48,t
5203757,CLAASSEN,Ilario,2007,M,BEL,Arendonkse Zwemvereniging,55.48,t
4074832,HUET,Niels,1988,M,BEL,CNC Les Flippers Ciney,55.49,t
4721218,VOGLAR,Robbe,2002,M,BEL,Zwemvereniging De Meerkoet Bre,55.49,t
5005494,MENU,Ewen,2005,M,BEL,Les Espadons Cominois,55.49,t
5210530,PROVOOST,Matice,2008,M,BEL,Royal Ostend Swimming Club,55.49,t
4297331,FRANSSENS,Bjoern,2007,M,BEL,Zwemclub Brabo Antwerpen,55.49,t
5391852,LUKIANOFF,Aldar,2008,M,BEL,Herstal Natation,55.49,t
4101689,DUCOBU,Kevin,1992,M,BEL,Belgium,55.50,t
4309039,SPANHOVE,Lennert,1994,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.50,t
4313014,HANIN,Matthieu,1996,M,BEL,Cercle Royal De Natation Arlonais,55.50,t
4689862,THYS,Elias,1998,M,BEL,Ecole De Natation Waremmienne,55.50,t
4074494,LAMBRECHTS,Adam,1992,M,BEL,Shark,55.50,t
4924725,COBBAERT,Felix,2001,M,BEL,Bruinvissen Diksmuide,55.51,t
4354251,WISEUR,Valentin,1996,M,BEL,Barracuda Club Saint-Ghislain,55.52,t
5261486,DE BACKER,Bjorn,2007,M,BEL,Zwemclub ZIOS Liedekerke,55.52,t
4860189,VAN DYCK,Nick,2003,M,BEL,Kempisch Swimming Team,55.53,t
5422908,VERMEYLEN,Emiel,2008,M,BEL,Nijlense Zwemclub,55.53,t
4804610,JEUNEHOMME,Denis,1991,M,BEL,Embourg Natation,55.54,t
4225704,ESSER,Pierre,1991,M,BEL,Flipper Natation Club Saint-Ge,55.54,t
4812369,DEBONGNIE,Aymeric,1999,M,BEL,Cercle De Natation Sportcity W,55.54,t
5098388,CLAES,Felix,2004,M,BEL,De Beringse Tuimelaars,55.54,t
4304675,BOULLE,Romain,1997,M,BEL,Cercle De Natation Sportcity W,55.55,t
4406000,MATROULE,Thomas,2000,M,BEL,Swimming Team Tienen,55.55,t
5420414,DE PEYPER,Noah,2008,M,BEL,Zwemclub ZIOS Liedekerke,55.55,t
5208824,VAN UYTVEN,Robbe,2007,M,BEL,Flemish Ardennes Swimming Team,55.55,t
4295995,DEPELSENAIRE,Sebastien,1984,M,BEL,Waterloo Natation,55.56,t
4309205,VERDIJCK,Niels,1997,M,BEL,Zwemclub de Dolfijnen Asse-T,55.56,t
4780705,CLAYSON,Nicolas,2002,M,BEL,Braine-L'Alleud Waterloo Swimming Team,55.56,t
4309467,BURM,Sietse,1998,M,BEL,Dendermondse Zwemvereniging Ol,55.57,t
4819712,CLOES,Janek,1999,M,BEL,Brabant East Swimming Team,55.57,t
4139799,VAN EYKEN,Erik,1994,M,BEL,Zwemclub Tremelo,55.58,t
4185242,SMEKENS,Lieven,1985,M,BEL,Zwemvereniging Lier,55.59,t
4309124,VAN HUNSEL,Tim,1996,M,BEL,Shark,55.59,t
5259515,BENNANI,Walid,2007,M,BEL,Herstal Natation,55.59,t
4804289,DEGEZELLE,Stijn,1988,M,BEL,Zwemclub Brabo Antwerpen,55.60,t
4139647,WAUTERS,Toon,1995,M,BEL,Brabant East Swimming Team,55.60,t
4742582,DOUKMANI,Zakariya,1999,M,BEL,Herstal Natation,55.60,t
4748248,DURIEUX,Yannick,2002,M,BEL,Cercle Royal De Natation Arlonais,55.60,t
5139068,DECORTE,Lucien,2005,M,BEL,Cercle De Natation Jodoignois,55.60,t
4303713,VAN VOOREN,Timo,1979,M,BEL,Fast Antwerp Swimming Team,55.61,t
4110616,PEETERS,Jef,1992,M,BEL,Barracuda Club Saint-Ghislain,55.61,t
5356144,SEGHERS,Michiel,2007,M,BEL,Zwemclub de Dolfijnen Asse-T,55.61,t
4999375,VERBIST,Benjamin,2006,M,BEL,Swimming Team Waasland,55.61,t
5255347,DECUPERE,Cedric,2007,M,BEL,Koninklijke Kortrijkse Zwemkri,55.61,t
5369823,WAELPUT,Thomas,2009,M,BEL,Temse Schelde Zwemmers,55.61,t
4804853,LOMBAERTS,Benjamin,1989,M,BEL,Zwemclub Kapelle-O/D-Bos,55.62,t
4200159,LEMBRECHTS,Samuel,1992,M,BEL,Shark,55.62,t
4439509,FOLENS,Simon,1999,M,BEL,Brabant East Swimming Team,55.62,t
4491675,HOLTER,Damien,1999,M,BEL,Natation Club Athus,55.62,t
4805047,AERTS,Gianni,1987,M,BEL,Zwemclub Brabo Antwerpen,55.63,t
4494361,HAESEN,Sebastian,1999,M,BEL,Koninklijke Racing Swimming Cl,55.63,t
4779104,VLAMIJNCK,Jonas,2001,M,BEL,Swimming Team Aalter,55.63,t
4397860,DHAENE,Arnaud,1998,M,BEL,Belgium,55.63,t
4804674,GOYVAERTS,Niel,1989,M,BEL,Heistse Zwemclub Arduas,55.64,t
4255121,RESIMONT,Guillaume,1991,M,BEL,Embourg Natation,55.64,t
4805226,LEJEUNE,Martin,1990,M,BEL,Embourg Natation,55.64,t
4400002,DELFOSSE,Olivier,1963,M,BEL,Cercle De Natation Sportcity W,55.65M,t
4299608,MULLER,Matthias,1996,M,BEL,Ecole Saint-Vith Natation,55.65,t
4330706,LHEUREUX,Tom,1998,M,BEL,Blocry, Ottignies Et Univ.L.L.,55.65,t
4721214,JANSSEN,Stephan,2002,M,BEL,De Beringse Tuimelaars,55.65,t
4924728,LARIDON,Rune,2002,M,BEL,Bruinvissen Diksmuide,56.11,t
4812926,THUWIS,Stijn,2001,M,BEL,Genker Zwemvereniging Neptunus,55.67,t
5138011,WILLEMS,Dieter,2006,M,BEL,Arendonkse Zwemvereniging,55.67,t
5203759,DE GRAVE,Thibault,2005,M,BEL,Kempisch Swimming Team,55.67,t
4200153,WOUTERMAERTENS,Yorick,1994,M,BEL,Swimming Club Strombeek-Grimbe,55.68,t
4813243,FAELENS,Theo,2000,M,BEL,Les Espadons Cominois,55.68,t
4896772,VANDERHULST,Midas,2001,M,BEL,Tiense Regio United Swimming Team,55.68,t
5307971,DERKENNE,Mateo,2009,M,BEL,Perron,55.68,t
4185168,DEUNINCK,Xander,1993,M,BEL,Zwemclub Brabo Antwerpen,55.69,t
4332755,DAEMS,Gilles,1998,M,BEL,Zwemclub Tremelo,55.69,t
5065832,POLLET,Rohan,2005,M,BEL,Zwemclub de Dolfijnen Asse-T,55.69,t
4074319,GOORMACHTIGH,Jan,1987,M,BEL,First (Flanders Inter Regio Sw,55.70,t
4170697,DE REYDT,Steven,1984,M,BEL,Zwemclub Beringen-Mijn,55.70,t
4804611,AMOROSO,Maximilien,1991,M,BEL,Entente Des Nageurs Louvierois Natation,55.70,t
4085513,SCAUX,Damien,1988,M,BEL,Mons Hainaut Natation,55.70,t
4303741,VERREKT,Shaun,1989,M,BEL,Verenigde Willebroekse Zwemclu,55.70,t
4299645,SERVAEGE,Dante,1995,M,BEL,Koninklijke Kortrijkse Zwemkri,55.70,t
4439447,DE PEUTER,Sam,2000,M,BEL,Kempisch Swimming Team,55.70,t
5375625,BASTIJNS,Jeroen,1994,M,BEL,Belgium,55.70M,t
4527107,VARANO,Enrico,1996,M,BEL,Royal Brussels Poseidon,55.71,t
4417740,VAN HECKE,Warre,2007,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.71,t
4804580,SLOCK,Pieter,1988,M,BEL,Zwemclub de Dolfijnen Asse-T,55.72,t
4074834,KALDI,Guillaume,1990,M,BEL,Charleroi Helios Aqua Team,55.72,t
4794142,HUYSMANS,Birger,1988,M,BEL,Swimming Team Tienen,55.72,t
4617125,ENGELS,Aaron,1999,M,BEL,Swimming Team Waasland,55.72,t
4307287,STEVENS,Dennis,1997,M,BEL,Molse Zwemclub mozka,55.73,t
4620690,BAECKELMANS,Jarne,2000,M,BEL,Koninklijke Racing Swimming Cl,55.73,t
5102961,DEBOOSER,Thibaut,2004,M,BEL,Koninklijke Kortrijkse Zwemkri,55.73,t
5356780,DEVILLE,Manu,2008,M,BEL,Perron,55.74,t
4610097,VERDONCK,Dario,1996,M,BEL,Zwemclub Brabo Antwerpen,55.75,t
4356279,VANLEYNSEELE,Thomas,1999,M,BEL,Zwemclub Brabo Antwerpen,55.75,t
4995014,MARTI,Theo,2005,M,BEL,Liege Natation,55.75,t
4169375,DE GOEIJ,Christophe,1982,M,BEL,Ecole De Natation Waremmienne,55.76,t
4074362,VERMEIRE,Alexander,1991,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.76,t
4741105,MESTDAGH,Arne,2002,M,BEL,Koninklijke Kortrijkse Zwemkri,55.76,t
5065831,PILLET,Brecht,2004,M,BEL,Zwemclub de Dolfijnen Asse-T,55.76,t
5067691,CAUCHETEUX,Armand,2005,M,BEL,Barracuda Club Saint-Ghislain,55.76,t
5279019,ZEIMES,Elric,2007,M,BEL,Ecole Seraing Natation,55.76,t
4777269,LIPPENS,Rino,2000,M,BEL,Swimming Team Waasland,55.77,t
4882329,BEAUTHIER,Killian,2002,M,BEL,Koninklijke Vilvoordse Zwemclu,55.77,t
5287514,VAN TILBURG,Matthias,2009,M,BEL,Zwemclub Geel,55.77,t
4309155,VANDECRUYS,Bert,1981,M,BEL,Zolderse Dolfijnen,55.78,t
4804718,BOGAERTS,Yves,1990,M,BEL,Zwemclub Brabo Antwerpen,55.78,t
4805161,PLEYERS,Carl,1994,M,BEL,Chaudfontaine Thermale Natatio,55.78,t
5003993,PELLE,Luca-Alexandru,2009,M,BEL,Belgium,55.78,t
5352645,THILL,Hugo,2009,M,BEL,Natation Club Athus,55.78,t
4565937,ENGLEBERT,Antoine,2000,M,BEL,Std,55.79,t
4894194,DE MUYNCK,Robbe,2001,M,BEL,Zwemclub Brabo Antwerpen,55.79,t
5072291,OSSTYN,Jef,2007,M,BEL,Royal Verviers Natation,55.79,t
4139804,GANNE,Thomas,1993,M,BEL,Zwemclub Beringen-Mijn,55.80,t
4999892,HALLEZ,Logan,2003,M,BEL,Les Espadons Cominois,55.80,t
5092531,VAN DEN EYNDE,Vik,2006,M,BEL,Zwemclub Tremelo,55.80,t
4304722,CHAVEPEYER,Kevin,1984,M,BEL,Entente Des Nageurs Louvierois Natation,55.81,t
4805402,VANDEN EEDE,Sylvester,1990,M,BEL,Bruinvissen Diksmuide,55.81,t
4306691,NIJS,Jeffrey,1996,M,BEL,Koninklijke Kortrijkse Zwemkri,55.81,t
4689856,INNES,Hadrien,2001,M,BEL,Ecole De Natation Waremmienne,55.81,t
4989741,VAN SPRENGEL,Brent,1998,M,BEL,Kempisch Swimming Team,55.81,t
4921103,CAMPS,Viktor,2003,M,BEL,Tiense Regio United Swimming Team,55.81,t
4303537,DUPAN,Ewald,1985,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.82,t
4134537,BAVAY,Fabian,1980,M,BEL,Cercle Royal De Natation Arlonais,55.82,t
4211574,HANNES,Rik,1992,M,BEL,Zwemclub Geel,55.82,t
4200239,CERULUS,Loic,1994,M,BEL,Swimming Team Zennevallei,55.82,t
4059731,VAN DYCKE,Bas,1992,M,BEL,Koninklijke Brugse Zwem- & Red,55.82,t
4942804,CLAEYS,Oscar,2004,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.82,t
4169982,MORELLE,Philippe,1956,M,BEL,Belgium,55.83M,t
4366400,COOLS,Hannes,1998,M,BEL,Koninklijke Hasseltse Zwemvere,55.83,t
4882384,VAN HOREN,Senne,2002,M,BEL,Koninklijke Zwemclub Neptunus,55.83,t
5081001,LEROY Mr,Cyprien,2006,M,BEL,Les Espadons Cominois,55.83,t
4074391,CABU,Alexy,1992,M,BEL,Cercle De Natation Sportcity W,55.84,t
4306526,MERLINO,Matteo,1998,M,BEL,Les Espadons Cominois,55.84,t
4946795,VERBIEST,Stijn,1977,M,BEL,Westerlo Swimming Team,55.84M,t
5081012,ANTUNES,Lucas,2004,M,BEL,Koninklijke Vilvoordse Zwemclu,55.84,t
4418161,VERDONCK,Brecht,2007,M,BEL,Zwemclub Geel,55.84,t
4354354,VAN DEN DURPEL,Matthieu,1997,M,BEL,Swimming Team Waasland,55.85,t
4406756,HENDRICKX,Dieter,2001,M,BEL,Belgium,55.85,t
4074350,DE TEMMERMAN,Wouter,1986,M,BEL,First (Flanders Inter Regio Sw,55.86,t
4304610,BARNSTIJN,Alexandre,1996,M,BEL,Cercle Royal De Natation De Br,55.87,t
4816439,GOETHALS,Vince,2009,M,BEL,Swimming Team Waasland,55.87,t
5126073,BOETS,Victor,2006,M,BEL,Molse Zwemclub mozka,55.88,t
4804981,VANDEN EYNDE,Jan,1982,M,BEL,De Beringse Tuimelaars,55.89,t
4308485,AERTS,Ilie,1997,M,BEL,Molse Zwemclub mozka,56.10,t
4924113,DEMAIFFE,Valentin,2001,M,BEL,Braine-L'Alleud Waterloo Swimming Team,56.10,t
4804359,VERWEIRDER,Michael,1987,M,BEL,Koninklijke Kortrijkse Zwemkri,56.11,t
4805111,CAMPENAERTS,Victor,1991,M,BEL,Zwemclub Brabo Antwerpen,56.11,t
4827952,CALLEWAERT,Matisse,2002,M,BEL,Gold Swimming Team,55.89,t
4200216,CAMPENAERTS,Alfred,1997,M,BEL,Zwemclub Brabo Antwerpen,55.90,t
4780747,CLAES,Robin,2000,M,BEL,Royal Verviers Natation,55.90,t
4777813,DEFLOOR,Louis,1999,M,BEL,Heistse Zwemclub Arduas,55.90,t
5281082,SAMYN,Jitse,2008,M,BEL,Koninklijke Brugse Zwem- & Red,55.90,t
4989780,WEVERS,Daan,2003,M,BEL,Koninklijke Racing Swimming Cl,55.90M,t
5363549,LISSENS,Tuur,2010,M,BEL,Leuven Aquatics,55.90,t
4494360,TAVEIRNE,Wobbe,1998,M,BEL,Zwemclub Brabo Antwerpen,55.91,t
5031238,CRIEL,Alvaro Nesta,2004,M,BEL,Swimming Team Aalter,55.91,t
5473851,BEUNENS,Ilian,2009,M,BEL,Ursus Zwemklub Zwevegem,55.91,t
4763724,GOUBEIR,Niels,2001,M,BEL,First (Flanders Inter Regio Sw,55.92,t
4346901,BECKWEE,Emile,1998,M,BEL,Zwemclub de Dolfijnen Asse-T,55.93,t
5137542,EL GHAZILI,Tijani,2000,M,BEL,Cercle Royal De Natation De Br,55.93,t
4805408,PEETERS,Maarten,1991,M,BEL,Zwemclub Tremelo,55.94,t
4139923,JANON,Guillaume,1995,M,BEL,Ecole Seraing Natation,55.94,t
5181826,VANDORPE,Aaron,2000,M,BEL,Ronse Swimming Club,55.94,t
4972245,CHEVALIER,Benoit,2000,M,BEL,Perron,55.95,t
4804662,BLERVACQ,Yannick,1992,M,BEL,Genker Zwemvereniging Neptunus,55.96,t
4306626,MOORE,Matthias,1997,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.96,t
5263226,VAN DEN EEDE,Simon,2007,M,BEL,Aquarius Zwemclub Lebbeke,55.96,t
4805279,NOYELLE,Keven,1990,M,BEL,Koninklijke Kortrijkse Zwemkri,55.97,t
4805327,TERWAGNE,Nicolas,1991,M,BEL,Namur Olympic Club,55.97,t
4620674,ROETE,Ruben,1999,M,BEL,Meetjesland-Gent Alliantie Zwemteam,55.97,t
5012095,MONSIEUR,Quentin,2002,M,BEL,Swimming Team Zennevallei,55.97,t
4942767,COUNOY,Felix,2005,M,BEL,Barracuda Club Saint-Ghislain,55.97,t
4225690,HENNEN,Bernd,1982,M,BEL,Ecole Saint-Vith Natation,55.98,t
4804630,GOBERT,Yannick,1992,M,BEL,First (Flanders Inter Regio Sw,55.98,t
5109202,HUBAUT,Theo,2004,M,BEL,Mons Hainaut Natation,55.98,t
5445034,SIMONS,Vic,2008,M,BEL,Zwemclub De Kimpel Bilzen,55.98,t
4074406,PIVA,Maxime,1988,M,BEL,Nageurs Reunis Du Brabant Wallon,55.99,t
4304515,CEUSTERS,Joni,1997,M,BEL,Brabant East Swimming Team,55.99,t
4308047,VLEMINX,Nick,1993,M,BEL,Zwemclub Beringen-Mijn,55.99,t
4812890,GIELEN,Yordi,2003,M,BEL,Zwemvereniging De Meerkoet Bre,55.99,t
5033392,THYS,Bjarne,2005,M,BEL,Swimming Team Waasland,55.99,t
5435654,PROVOOST,Dajo,2008,M,BEL,Royal Ostend Swimming Club,55.99,t
4095501,CLOSE,Jonathan,1984,M,BEL,Royal Verviers Natation,56.00,t
4804497,HANSE,Julien,1989,M,BEL,Chaudfontaine Thermale Natatio,56.00,t
4305379,DHAENE,Rob,1992,M,BEL,Koninklijke Waregemse Zwemclub,56.00,t
4816575,DE JONGE,Andres,2000,M,BEL,Zwemclub Brabo Antwerpen,56.00,t
4822290,HOLLANDERS,Ian,2003,M,BEL,Shark,56.00,t
4812896,JORIS,Luca,2003,M,BEL,Zwemclub de Dolfijnen Asse-T,56.00,t
5389179,BAHLOULA,Nael,2009,M,BEL,Zwemclub Brabo Antwerpen,56.00,t
5048939,PARLEVLIET,Zeno,2008,M,BEL,Swimming Team Aalter,56.00,t
4804919,DEBRUCHE,Gilles,1985,M,BEL,Liege Mosan,56.01,t
4804749,BOONS,Koen,1989,M,BEL,Molse Zwemclub mozka,56.01,t
4750928,VOLCKAERT,Mirec,2001,M,BEL,First (Flanders Inter Regio Sw,56.01,t
4984900,CLIJSTERS,Jef,2004,M,BEL,Leuven Aquatics,56.01,t
4303694,VAN AUTENBOER,Wout,1979,M,BEL,Kempisch Swimming Team,56.03,t
4910869,MERCHIER,Hugo,2002,M,BEL,Waterloo Natation,56.03,t
4804286,ADRIAENSSENS,Koen,1976,M,BEL,Zwemclub Brabo Antwerpen,56.04,t
4804940,HONET,Vincent,1975,M,BEL,Koninklijke Vilvoordse Zwemclu,56.04,t
4305265,DEMEZ,Geoffrey,1978,M,BEL,Royal Verviers Natation,56.04,t
4491120,KEUPPENS,Thomas,2001,M,BEL,Heistse Zwemclub Arduas,56.04,t
5203181,VAN BELLE,Ruben,2007,M,BEL,Meetjesland-Gent Alliantie Zwemteam,56.04,t
5251385,CABO,Esteban,2007,M,BEL,Entente Des Nageurs Louvierois Natation,56.04,t
4303522,DEROOST,Christiaan,1983,M,BEL,Zwemclub Tremelo,56.06,t
4304937,DE BACKER,Bart,1984,M,BEL,First (Flanders Inter Regio Sw,56.06,t
4805287,MARIVOET,Niels,1992,M,BEL,Zwemclub Lorelei Londerzeel,56.06,t
4658428,DENGIS,Bastien,2002,M,BEL,Liege Mosan,56.06,t
5558662,BIHORAC,Hamza,2007,M,BEL,Herstal Natation,56.06,t
4039045,VANOPPEN,Bram,1987,M,BEL,Koninklijke Hasseltse Zwemvere,56.07,t
4349622,STEEMANS,Ivan,1998,M,BEL,Zwemclub Brabo Antwerpen,56.07,t
4012072,LECROART,Theo,2003,M,BEL,Royal Dauphins Mouscronnois,56.07,t
4922774,RAEMAEKERS,Louis,2003,M,BEL,Aquarius Zwemclub Lebbeke,56.07,t
